user_country,location_selected,protocol,date,time_to_connect,download_speed,latency
GB,Germany - Nuremberg,udp,2018-02-06,30,51798,45
GB,UK - London,tcp,2018-02-06,57,10912,487
GB,UK - London,tcp,2018-02-06,75,35466,92
FR,France - Paris - 1,udp,2018-02-06,96,19364,214
FR,France - Paris - 1,udp,2018-02-06,110,14578,283
FR,France - Paris - 1,udp,2018-02-06,45,23766,190
FR,France - Paris - 1,udp,2018-02-06,69,28768,126
FR,UK - London,udp,2018-02-06,64,22790,196
DE,Germany - Nuremberg,udp,2018-02-06,19,36646,86
FR,France - Paris - 1,udp,2018-02-06,52,37632,90
FR,France - Paris - 1,udp,2018-02-06,68,19750,260
DE,Germany - Nuremberg,udp,2018-02-06,19,31616,37
FR,France - Paris - 1,udp,2018-02-06,51,738,
FR,France - Paris - 1,udp,2018-02-06,38,46084,84
FR,France - Paris - 1,udp,2018-02-06,89,21112,166
FR,France - Paris - 1,udp,2018-02-06,40,25194,154
GB,UK - London,udp,2018-02-06,61,6204,
FR,France - Paris - 1,udp,2018-02-06,18,94920,37
FR,France - Paris - 1,udp,2018-02-06,128,8094,508
FR,France - Paris - 1,udp,2018-02-06,68,28328,128
FR,France - Paris - 1,udp,2018-02-06,112,10870,
FR,France - Paris - 1,udp,2018-02-06,256,4672,437
FR,France - Paris - 1,udp,2018-02-06,70,22730,124
GB,UK - London,udp,2018-02-06,41,21458,
GB,UK - London,tcp,2018-02-06,73,44666,47
FR,France - Paris - 1,udp,2018-02-06,77,19248,127
DE,Germany - Nuremberg,udp,2018-02-06,73,10244,
DE,Germany - Nuremberg,udp,2018-02-06,60,32252,
FR,France - Paris - 1,udp,2018-02-06,99,17114,254
GB,UK - London,udp,2018-02-06,41,37922,123
FR,France - Paris - 1,udp,2018-02-06,109,8236,713
FR,France - Paris - 1,tcp,2018-02-06,51,16862,215
DE,Germany - Nuremberg,udp,2018-02-06,20,62326,41
FR,UK - London,udp,2018-02-06,57,26414,176
FR,UK - London,udp,2018-02-06,103,15540,266
FR,France - Paris - 1,udp,2018-02-06,75,26670,133
GB,UK - London,l2tp,2018-02-06,33,42686,84
FR,UK - London,udp,2018-02-06,49,32044,135
FR,UK - London,udp,2018-02-06,258,4314,1400
FR,France - Paris - 1,tcp,2018-02-06,770,674,
GB,UK - London,udp,2018-02-06,118,7250,
GB,UK - London,udp,2018-02-06,14,108274,35
FR,France - Paris - 1,udp,2018-02-06,107,15886,253
FR,UK - London,udp,2018-02-06,150,8966,175
FR,UK - London,udp,2018-02-06,32,58718,64
FR,France - Paris - 1,udp,2018-02-06,50,11776,
GB,UK - London,udp,2018-02-06,49,42672,89
FR,France - Paris - 1,udp,2018-02-06,45,23302,232
GB,UK - London,udp,2018-02-06,39,34118,150
FR,France - Paris - 1,tcp,2018-02-06,29,12790,
GB,UK - London,udp,2018-02-06,12,123998,29
FR,UK - London,udp,2018-02-06,75,13310,457
FR,France - Paris - 1,udp,2018-02-06,145,9784,527
FR,France - Paris - 1,udp,2018-02-06,30,40986,52
DE,Germany - Nuremberg,udp,2018-02-06,47,35048,58
GB,UK - London,udp,2018-02-06,85,23548,99
FR,UK - London,udp,2018-02-06,35,53276,66
DE,Germany - Nuremberg,udp,2018-02-06,58,15564,
GB,UK - London,udp,2018-02-06,41,36482,126
FR,France - Paris - 1,udp,2018-02-06,32,63202,58
FR,France - Paris - 1,udp,2018-02-06,72,16016,365
GB,France - Paris - 1,udp,2018-02-06,34,48368,90
FR,France - Paris - 1,udp,2018-02-06,46,5972,1059
FR,UK - London,l2tp,2018-02-06,54,11354,437
FR,France - Paris - 1,udp,2018-02-06,73,22008,206
DE,Germany - Nuremberg,udp,2018-02-06,28,47800,54
FR,France - Paris - 1,udp,2018-02-06,222,8422,
GB,France - Paris - 1,udp,2018-02-06,65,23836,
DE,Germany - Nuremberg,udp,2018-02-06,95,6160,
FR,France - Paris - 1,udp,2018-02-06,83,20910,184
GB,UK - London,udp,2018-02-06,27,71494,52
GB,France - Paris - 1,udp,2018-02-06,64,24850,
FR,UK - London,udp,2018-02-06,56,8570,238
GB,UK - London,udp,2018-02-06,13,92594,39
GB,France - Paris - 1,udp,2018-02-06,52,31640,
GB,France - Paris - 1,udp,2018-02-06,69,27960,
FR,France - Paris - 1,udp,2018-02-06,220,6542,814
GB,France - Paris - 1,udp,2018-02-06,59,28162,
FR,France - Paris - 1,udp,2018-02-06,75,9042,716
GB,UK - London,udp,2018-02-06,16,91092,44
GB,France - Paris - 1,udp,2018-02-06,66,23742,
GB,France - Paris - 1,udp,2018-02-06,67,24604,
FR,France - Paris - 1,udp,2018-02-06,55,14526,
FR,UK - London,udp,2018-02-06,39,54450,59
GB,UK - London,tcp,2018-02-06,32,11414,537
FR,Germany - Nuremberg,udp,2018-02-06,102,12526,
FR,France - Paris - 1,tcp,2018-02-06,78,3380,2381
GB,France - Paris - 1,udp,2018-02-06,56,24014,
GB,France - Paris - 1,udp,2018-02-06,61,25784,
GB,France - Paris - 1,udp,2018-02-06,34,21756,94
FR,France - Paris - 1,udp,2018-02-06,24,57526,52
FR,France - Paris - 1,udp,2018-02-06,27,70828,52
GB,France - Paris - 1,udp,2018-02-06,30,56874,63
FR,UK - London,udp,2018-02-06,43,41600,84
DE,UK - London,tcp,2018-02-06,87,16842,258
GB,UK - London,udp,2018-02-06,68,20948,227
FR,France - Paris - 1,udp,2018-02-06,41,44724,87
GB,UK - London,udp,2018-02-06,37,35576,129
DE,Germany - Nuremberg,udp,2018-02-06,21,62178,41
GB,UK - London,udp,2018-02-06,2797,2796,
GB,UK - London,udp,2018-02-06,19,97094,39
GB,UK - London,udp,2018-02-06,45,36046,123
GB,UK - London,udp,2018-02-06,41,13710,526
GB,UK - London,udp,2018-02-06,33,35692,83
GB,France - Paris - 1,udp,2018-02-06,61,42030,72
FR,France - Paris - 1,udp,2018-02-11,148,8684.9148,603
GB,UK - London,udp,2018-02-11,41,51234.4638,99
GB,UK - London,udp,2018-02-11,42,4708.8012,1635
FR,France - Paris - 1,udp,2018-02-11,122,8915.9214,230
DE,Germany - Nuremberg,udp,2018-02-11,4,223584.0546,12
GB,UK - London,udp,2018-02-11,12,139586.3214,35
GB,France - Paris - 1,udp,2018-02-11,58,5420.4882,
FR,UK - London,udp,2018-02-11,33,50137.7658,105
FR,UK - London,udp,2018-02-11,151,13046.0394,215
FR,France - Paris - 1,udp,2018-02-11,46,18417.5262,
FR,France - Paris - 1,udp,2018-02-11,21,83209.044,64
FR,France - Paris - 1,udp,2018-02-11,36,45260.9598,121
FR,UK - London,udp,2018-02-11,56,11993.676,126
GB,UK - London,udp,2018-02-11,46,10980.9804,
FR,France - Paris - 1,udp,2018-02-11,36,54627.2274,80
FR,France - Paris - 1,udp,2018-02-11,84,13400.7162,
GB,UK - London,udp,2018-02-11,50,46632.999,90
GB,UK - London,udp,2018-02-11,3516,5322.4854,30
FR,France - Paris - 1,udp,2018-02-11,32,25324.3902,
GB,UK - London,udp,2018-02-11,34,63095.136,70
GB,UK - London,tcp,2018-02-11,50,45097.6218,88
GB,UK - London,udp,2018-02-11,30,24841.3764,305
FR,UK - London,udp,2018-02-11,26,63706.4868,67
GB,UK - London,udp,2018-02-11,24,86674.143,51
GB,UK - London,udp,2018-02-11,77,15251.1024,463
GB,UK - London,sstp,2018-02-11,37,41030.5056,118
GB,UK - London,tcp,2018-02-11,43,46152.3186,85
FR,UK - London,udp,2018-02-11,58,4767.1362,1965
FR,France - Paris - 1,udp,2018-02-11,37,53026.515,88
GB,UK - London,tcp,2018-02-11,54,33558.9588,155
FR,France - Paris - 1,udp,2018-02-11,172,7879.8918,
GB,UK - London,udp,2018-02-11,16,69483.9852,51
DE,Germany - Nuremberg,udp,2018-02-11,18,97090.4406,40
FR,France - Paris - 1,udp,2018-02-11,30,45155.9568,138
FR,UK - London,udp,2018-02-11,76,27013.7718,
FR,UK - London,l2tp,2018-02-11,42,39833.4714,109
GB,UK - London,udp,2018-02-11,50,50564.778,88
FR,France - Paris - 1,udp,2018-02-11,13,158979.2088,25
DE,UK - London,l2tp,2018-02-11,41,44691.6102,72
GB,UK - London,udp,2018-02-11,9,141980.3898,38
GB,UK - London,udp,2018-02-11,46,31211.5584,183
FR,UK - London,udp,2018-02-11,42,28075.4688,221
GB,UK - London,l2tp,2018-02-11,115,16427.136,320
DE,Germany - Nuremberg,udp,2018-02-11,50,16450.47,
FR,France - Paris - 1,udp,2018-02-11,16,137803.6038,31
GB,UK - London,udp,2018-02-11,53,46922.3406,93
FR,France - Paris - 1,udp,2018-02-11,25,72186.0624,65
GB,UK - London,tcp,2018-02-11,139,16826.1474,231
FR,UK - London,udp,2018-02-11,38,55506.9192,95
DE,Germany - Nuremberg,udp,2018-02-11,54,20055.573,
FR,France - Paris - 1,udp,2018-02-11,21,106946.7222,34
GB,UK - London,udp,2018-02-11,20,77382.5442,75
GB,UK - London,udp,2018-02-11,14,69000.9714,100
GB,UK - London,udp,2018-02-11,232,6582.5214,841
FR,UK - London,udp,2018-02-11,23,54860.5674,113
FR,France - Paris - 1,udp,2018-02-11,58,28371.8106,
FR,France - Paris - 1,udp,2018-02-11,31,49904.4258,113
FR,France - Paris - 1,udp,2018-02-11,40,25644.066,283
FR,France - Paris - 1,udp,2018-02-11,41,31045.887,148
GB,UK - London,tcp,2018-02-11,31,16312.7994,465
GB,UK - London,udp,2018-02-11,19,111170.1762,39
FR,France - Paris - 1,udp,2018-02-11,44,22678.3146,328
FR,France - Paris - 1,udp,2018-02-11,31,37395.0684,176
GB,UK - London,tcp,2018-02-11,46,41280.1794,91
FR,France - Paris - 1,udp,2018-02-11,33,49668.7524,95
FR,UK - London,sstp,2018-02-11,45,20615.589,354
FR,France - Paris - 1,udp,2018-02-11,36,54760.2312,90
FR,France - Paris - 1,udp,2018-02-11,50,21105.603,340
GB,UK - London,tcp,2018-02-11,48,36279.7032,143
GB,UK - London,udp,2018-02-11,57,31272.2268,181
FR,UK - London,udp,2018-02-11,28,78059.2302,49
FR,France - Paris - 1,udp,2018-02-11,36,53110.5174,80
GB,UK - London,udp,2018-02-11,34,53110.5174,93
FR,Germany - Nuremberg,udp,2018-02-11,622,3472.0992,1267
FR,France - Paris - 1,udp,2018-02-11,14,165221.0538,23
DE,Germany - Nuremberg,udp,2018-02-11,25,71168.7,65
FR,France - Paris - 1,udp,2018-02-11,25,108855.4434,37
GB,UK - London,udp,2018-02-11,38,17138.823,463
FR,France - Paris - 1,udp,2018-02-11,1200,1274.0364,198
FR,France - Paris - 1,udp,2018-02-11,36,53504.862,87
GB,UK - London,udp,2018-02-11,26,77884.2252,51
GB,UK - London,udp,2018-02-11,25,47179.0146,122
FR,France - Paris - 1,udp,2018-02-11,26,79200.2628,48
DE,Germany - Nuremberg,udp,2018-02-10,64,13434.7309,
DE,Germany - Nuremberg,udp,2018-02-10,26,64458.1479,61
FR,France - Paris - 1,udp,2018-02-10,495,16093.57,268
DE,Germany - Nuremberg,udp,2018-02-11,442,11795.337,
FR,France - Paris - 1,udp,2018-02-11,176,20076.5736,
DE,Germany - Nuremberg,udp,2018-02-11,36,84847.0908,
DE,Germany - Nuremberg,udp,2018-02-11,968,3931.779,
DE,Germany - Nuremberg,udp,2018-02-11,68,2293.7322,
GB,UK - London,udp,2018-02-11,0,0,0
FR,France - Paris - 1,l2tp,2018-02-11,48,18387.192,362
GB,UK - London,tcp,2018-02-11,44,44598.2742,100
FR,France - Paris - 1,udp,2018-02-11,792,7525.215,
DE,Germany - Nuremberg,udp,2018-02-11,87,12504.6906,
FR,France - Paris - 1,udp,2018-02-11,87,12294.6846,
GB,UK - London,udp,2018-02-11,17,112182.8718,35
FR,France - Paris - 1,tcp,2018-02-11,22,43195.9008,72
GB,UK - London,udp,2018-02-11,43,52321.8282,96
GB,UK - London,udp,2018-02-11,11,146304.18,34
FR,France - Paris - 1,udp,2018-02-06,216,8266,
FR,UK - London,udp,2018-02-06,36,55932,63
FR,France - Paris - 1,udp,2018-02-06,75,19252,186
FR,France - Paris - 1,udp,2018-02-06,31,14274,67
FR,France - Paris - 1,udp,2018-02-06,156,3784,
DE,Germany - Nuremberg,udp,2018-02-06,149,13032,
DE,Germany - Nuremberg,udp,2018-02-06,1578,6404,
FR,UK - London,udp,2018-02-06,109,7486,908
FR,France - Paris - 1,udp,2018-02-06,82,14166,344
FR,France - Paris - 1,udp,2018-02-06,99,8324,189
FR,France - Paris - 1,udp,2018-02-06,88,9502,642
GB,UK - London,udp,2018-02-06,156,7462,
FR,France - Paris - 1,udp,2018-02-06,30,40088,55
DE,Germany - Nuremberg,udp,2018-02-06,24,72246,39
FR,UK - London,udp,2018-02-06,69,7754,917
GB,UK - London,udp,2018-02-06,29,42726,107
FR,UK - London,udp,2018-02-06,57,9300,264
FR,France - Paris - 1,udp,2018-02-06,116,8904,617
GB,UK - London,udp,2018-02-06,27,48308,58
FR,Germany - Nuremberg,udp,2018-02-06,146,9320,98
DE,Germany - Nuremberg,udp,2018-02-06,73,34422,
FR,UK - London,udp,2018-02-06,28,63266,53
GB,UK - London,udp,2018-02-06,36,23958,238
FR,France - Paris - 1,udp,2018-02-06,26,71524,45
FR,UK - London,udp,2018-02-06,41,9488,809
DE,Germany - Nuremberg,udp,2018-02-06,82,37386,
GB,UK - London,udp,2018-02-06,28,52264,100
GB,UK - London,udp,2018-02-06,37,40292,114
GB,UK - London,udp,2018-02-06,23,52318,60
DE,Germany - Nuremberg,udp,2018-02-06,74,34354,
FR,France - Paris - 1,udp,2018-02-06,46,25186,222
GB,UK - London,tcp,2018-02-06,174,16466,305
GB,UK - London,udp,2018-02-06,20,67124,68
FR,France - Paris - 1,udp,2018-02-06,171,8136,565
GB,UK - London,udp,2018-02-06,18,49136,103
FR,UK - London,tcp,2018-02-06,95,24762,110
GB,UK - London,udp,2018-02-06,13,93488,44
FR,France - Paris - 1,udp,2018-02-06,1693,4150,915
GB,France - Paris - 1,udp,2018-02-06,60,13662,
DE,Germany - Nuremberg,udp,2018-02-06,72,25890,
FR,France - Paris - 1,udp,2018-02-06,93,11254,
FR,France - Paris - 1,udp,2018-02-06,88,5434,
DE,Germany - Nuremberg,udp,2018-02-06,87,25754,
DE,Germany - Nuremberg,udp,2018-02-06,42,16826,
FR,France - Paris - 1,udp,2018-02-06,64,25092,
DE,Germany - Nuremberg,udp,2018-02-06,66,17490,
FR,France - Paris - 1,udp,2018-02-06,184,13694,
DE,Germany - Nuremberg,udp,2018-02-06,49,9590,
DE,Germany - Nuremberg,tcp,2018-02-06,291,868,9286
DE,Germany - Nuremberg,udp,2018-02-06,31,54574,52
GB,UK - London,udp,2018-02-06,751,1928,2673
FR,France - Paris - 1,udp,2018-02-06,59,16486,
FR,Germany - Nuremberg,udp,2018-02-06,74,3264,204
FR,France - Paris - 1,udp,2018-02-06,45,13498,515
GB,UK - London,udp,2018-02-06,55,31156,120
DE,Germany - Nuremberg,udp,2018-02-06,97,23634,
GB,UK - London,l2tp,2018-02-06,351,2336,1543
FR,France - Paris - 1,udp,2018-02-06,35,12374,106
GB,UK - London,tcp,2018-02-06,214,12678,210
FR,France - Paris - 1,udp,2018-02-06,84,17466,250
DE,Germany - Nuremberg,tcp,2018-02-06,39,52218,33
GB,UK - London,tcp,2018-02-06,187,7510,459
GB,UK - London,udp,2018-02-06,30,43968,98
DE,Germany - Nuremberg,udp,2018-02-06,1013,1404,
DE,Germany - Nuremberg,udp,2018-02-06,18,51384,69
DE,Germany - Nuremberg,udp,2018-02-06,17,66542,43
DE,Germany - Nuremberg,udp,2018-02-06,327,792,
GB,UK - London,udp,2018-02-06,73,8258,
FR,France - Paris - 1,tcp,2018-02-06,122,23702,141
GB,France - Paris - 1,udp,2018-02-06,29,1368,
DE,Germany - Nuremberg,udp,2018-02-06,35,36316,106
FR,France - Paris - 1,udp,2018-02-06,51,21030,208
GB,UK - London,tcp,2018-02-06,30,9192,595
GB,France - Paris - 1,udp,2018-02-06,83,23712,
GB,UK - London,udp,2018-02-06,61,18244,333
FR,France - Paris - 1,udp,2018-02-06,97,7794,225
FR,UK - London,udp,2018-02-06,53,10324,333
DE,Germany - Nuremberg,udp,2018-02-06,117,13616,
GB,UK - London,udp,2018-02-06,42,33586,85
GB,UK - London,udp,2018-02-06,70,30272,133
FR,UK - London,udp,2018-02-06,99,15600,206
GB,UK - London,udp,2018-02-06,39,34204,150
FR,UK - London,udp,2018-02-06,73,13060,
FR,France - Paris - 1,udp,2018-02-06,105,8818,729
GB,France - Paris - 1,udp,2018-02-06,65,9040,
GB,UK - London,udp,2018-02-06,82,22810,189
DE,Germany - Nuremberg,udp,2018-02-06,1859,668,
FR,France - Paris - 1,udp,2018-02-06,112,11592,512
FR,France - Paris - 1,udp,2018-02-06,113,12724,321
FR,France - Paris - 1,udp,2018-02-06,50,43704,81
GB,France - Paris - 1,udp,2018-02-06,67,20120,252
FR,France - Paris - 1,udp,2018-02-06,33,44486,97
FR,France - Paris - 1,l2tp,2018-02-06,18,77746,49
FR,France - Paris - 1,udp,2018-02-06,99,7818,393
GB,France - Paris - 1,udp,2018-02-06,23,58246,83
FR,France - Paris - 1,udp,2018-02-06,75,6670,1064
FR,France - Paris - 1,tcp,2018-02-06,87,16392,231
DE,Germany - Nuremberg,udp,2018-02-06,37,44240,56
FR,UK - London,udp,2018-02-06,60,30512,142
GB,UK - London,udp,2018-02-06,63,2302,3685
DE,Germany - Nuremberg,udp,2018-02-11,60,12630.6942,
GB,UK - London,udp,2018-02-11,311,4809.1374,1618
FR,France - Paris - 1,udp,2018-02-11,37,38893.1112,89
FR,UK - London,udp,2018-02-11,10,55217.5776,113
FR,France - Paris - 1,udp,2018-02-11,96,9088.593,133
FR,France - Paris - 1,udp,2018-02-11,12,166915.1022,24
FR,France - Paris - 1,udp,2018-02-11,42,25303.3896,
DE,UK - London,udp,2018-02-11,60,32644.266,147
GB,France - Paris - 1,udp,2018-02-11,115,17082.8214,323
FR,France - Paris - 1,udp,2018-02-11,38,10892.3112,371
GB,France - Paris - 1,udp,2018-02-11,31,49491.414,120
DE,Germany - Nuremberg,udp,2018-02-11,52,32443.5936,
GB,UK - London,tcp,2018-02-11,11,16385.1348,358
GB,UK - London,udp,2018-02-11,4,128778.0126,20
GB,UK - London,udp,2018-02-11,18,112511.8812,34
GB,UK - London,udp,2018-02-11,47,16333.8,
FR,Germany - Nuremberg,udp,2018-02-11,12,126603.2838,26
GB,France - Paris - 1,udp,2018-02-11,25,37647.0756,68
FR,France - Paris - 1,udp,2018-02-11,31,41410.8498,137
GB,Germany - Nuremberg,tcp,2018-02-11,156,13876.7298,170
FR,France - Paris - 1,udp,2018-02-11,283,22608.3126,
FR,Germany - Nuremberg,udp,2018-02-11,782,1078.0308,554
FR,France - Paris - 1,udp,2018-02-11,208,10432.6314,382
GB,UK - London,udp,2018-02-11,19,101166.8904,49
FR,France - Paris - 1,udp,2018-02-11,115,9851.6148,158
DE,Germany - Nuremberg,udp,2018-02-11,27,70324.0092,49
FR,France - Paris - 1,udp,2018-02-11,80,5243.1498,
DE,Germany - Nuremberg,tcp,2018-02-11,203,27060.4398,
DE,Germany - Nuremberg,udp,2018-02-11,26,40069.1448,159
FR,France - Paris - 1,tcp,2018-02-11,6379,226.3398,
FR,France - Paris - 1,udp,2018-02-11,39,2536.4058,4058
FR,Germany - Nuremberg,udp,2018-02-11,11,113517.5766,34
FR,France - Paris - 1,udp,2018-02-11,89,10178.2908,777
FR,UK - London,udp,2018-02-11,19,34088.6406,41
FR,France - Paris - 1,udp,2018-02-11,1224,2051.0586,
FR,France - Paris - 1,udp,2018-02-11,30,65762.2122,65
FR,France - Paris - 1,udp,2018-02-11,110,13440.384,
FR,Germany - Nuremberg,udp,2018-02-11,6,171220.2252,19
FR,France - Paris - 1,udp,2018-02-11,46,38062.4208,127
FR,UK - London,udp,2018-02-11,32,62728.7922,76
FR,UK - London,udp,2018-02-11,35,53642.5326,107
FR,France - Paris - 1,tcp,2018-02-11,117,16774.8126,207
DE,Germany - Nuremberg,udp,2018-02-11,20,83533.3866,48
DE,Germany - Nuremberg,udp,2018-02-11,23,34613.6556,
FR,France - Paris - 1,udp,2018-02-11,101,19203.882,
FR,France - Paris - 1,udp,2018-02-11,136,8929.9218,
FR,France - Paris - 1,tcp,2018-02-11,43,14261.7408,329
DE,Germany - Nuremberg,udp,2018-02-11,341,7438.8792,
FR,France - Paris - 1,udp,2018-02-11,23,78476.9088,57
FR,France - Paris - 1,udp,2018-02-11,58,19857.234,234
FR,France - Paris - 1,udp,2018-02-11,31,57268.6362,82
GB,UK - London,udp,2018-02-11,48,33764.298,177
FR,France - Paris - 1,udp,2018-02-11,157,8780.5842,
FR,France - Paris - 1,udp,2018-02-11,37,52839.843,87
FR,France - Paris - 1,l2tp,2018-02-11,119,8759.5836,704
GB,UK - London,udp,2018-02-11,47,46611.9984,71
GB,UK - London,tcp,2018-02-11,45,41590.5216,89
DE,Germany - Nuremberg,udp,2018-02-11,19,96227.0826,44
FR,France - Paris - 1,udp,2018-02-11,41,23551.0062,265
FR,France - Paris - 1,udp,2018-02-11,31,50959.1226,104
FR,France - Paris - 1,udp,2018-02-11,122,19441.8888,223
FR,France - Paris - 1,udp,2018-02-11,36,52914.5118,81
GB,UK - London,tcp,2018-02-11,83,41914.8642,54
FR,France - Paris - 1,udp,2018-02-11,69,23427.336,
FR,UK - London,udp,2018-02-11,411,8276.5698,
FR,France - Paris - 1,udp,2018-02-11,49,47272.3506,88
FR,France - Paris - 1,udp,2018-02-11,40,23537.0058,232
FR,France - Paris - 1,udp,2018-02-11,101,16910.1498,
FR,France - Paris - 1,udp,2018-02-11,37,47349.3528,120
FR,France - Paris - 1,udp,2018-02-11,48,24636.0372,121
FR,UK - London,udp,2018-02-11,61,37304.0658,127
FR,France - Paris - 1,udp,2018-02-11,60,22661.9808,
GB,UK - London,udp,2018-02-11,25,44392.935,145
FR,France - Paris - 1,udp,2018-02-11,36,31843.9098,189
GB,UK - London,udp,2018-02-11,264,34401.3162,99
GB,France - Paris - 1,udp,2018-02-11,25,74143.785,53
GB,UK - London,udp,2018-02-11,40,42404.8782,59
FR,UK - London,udp,2018-02-11,30,31314.228,164
FR,France - Paris - 1,udp,2018-02-11,13,53325.1902,23
GB,UK - London,udp,2018-02-11,28,104900.3304,40
GB,France - Paris - 1,udp,2018-02-11,81,18802.5372,
FR,France - Paris - 1,udp,2018-02-11,40,37689.0768,160
FR,France - Paris - 1,udp,2018-02-11,75,12731.0304,338
GB,UK - London,udp,2018-02-11,14,56022.6006,54
FR,France - Paris - 1,udp,2018-02-11,49,46023.9816,89
GB,UK - London,udp,2018-02-11,44,13123.0416,691
GB,UK - London,tcp,2018-02-11,33,39194.1198,82
FR,France - Paris - 1,udp,2018-02-11,114,10612.3032,
FR,France - Paris - 1,tcp,2018-02-11,65,53885.2062,53
FR,UK - London,tcp,2018-02-11,73,36310.0374,44
FR,France - Paris - 1,udp,2018-02-11,86,19371.8868,145
FR,France - Paris - 1,udp,2018-02-11,97,13025.0388,
FR,France - Paris - 1,udp,2018-02-11,12,161062.935,24
FR,France - Paris - 1,udp,2018-02-11,31,69784.9938,58
GB,UK - London,udp,2018-02-08,216,27220.0506,118
DE,Germany - Nuremberg,udp,2018-02-08,15,15731.6916,
FR,France - Paris - 1,udp,2018-02-10,149,45703.4721,82
GB,UK - London,udp,2018-02-10,202,31026.5896,111
GB,UK - London,udp,2018-02-10,128,27751.2081,71
FR,France - Paris - 1,udp,2018-02-06,32,48136,81
GB,UK - London,l2tp,2018-02-06,11,114458,31
FR,France - Paris - 1,udp,2018-02-06,31,30376,77
GB,UK - London,udp,2018-02-06,33,56702,60
FR,France - Paris - 1,udp,2018-02-06,242,7102,538
FR,UK - London,udp,2018-02-06,4399,2136,
FR,France - Paris - 1,udp,2018-02-06,32,26734,
GB,UK - London,udp,2018-02-06,35,39308,135
FR,France - Paris - 1,udp,2018-02-06,41,48818,68
GB,UK - London,udp,2018-02-06,87,13192,462
GB,UK - London,udp,2018-02-06,34,16210,92
DE,Germany - Nuremberg,udp,2018-02-06,59,25916,71
FR,France - Paris - 1,udp,2018-02-06,29,57296,83
GB,UK - London,l2tp,2018-02-06,38,40808,90
GB,UK - London,udp,2018-02-06,26,32978,198
GB,UK - London,tcp,2018-02-06,86,18048,241
FR,France - Paris - 1,udp,2018-02-06,42,36160,117
GB,UK - London,udp,2018-02-06,42,28664,166
FR,France - Paris - 1,udp,2018-02-06,17,67868,83
FR,France - Paris - 1,udp,2018-02-06,75,24910,151
GB,UK - London,udp,2018-02-06,46,44018,84
GB,UK - London,tcp,2018-02-06,53,44242,60
GB,UK - London,udp,2018-02-06,29,43954,128
GB,UK - London,udp,2018-02-06,59,21618,253
FR,France - Paris - 1,l2tp,2018-02-06,77,22166,213
GB,UK - London,udp,2018-02-06,36,58078,62
GB,UK - London,udp,2018-02-06,26,60236,71
GB,UK - London,udp,2018-02-06,62,31730,114
DE,Germany - Nuremberg,udp,2018-02-06,32,21666,233
GB,UK - London,udp,2018-02-06,52,22470,212
FR,France - Paris - 1,udp,2018-02-06,35,41104,96
GB,UK - London,udp,2018-02-06,30,50574,73
GB,UK - London,udp,2018-02-06,35,47768,98
FR,France - Paris - 1,udp,2018-02-06,92,14924,277
GB,France - Paris - 1,udp,2018-02-06,41,29090,155
DE,France - Paris - 1,udp,2018-02-06,57,22700,158
DE,Germany - Nuremberg,tcp,2018-02-06,116,5652,847
GB,France - Paris - 1,udp,2018-02-06,66,6872,
GB,UK - London,udp,2018-02-06,29,45066,111
GB,UK - London,tcp,2018-02-06,90,22310,171
GB,UK - London,udp,2018-02-06,21,50392,63
GB,UK - London,udp,2018-02-06,12,34622,177
DE,France - Paris - 1,udp,2018-02-06,57,21594,254
DE,Germany - Nuremberg,udp,2018-02-06,20,78890,44
GB,UK - London,udp,2018-02-06,26,46638,114
GB,UK - London,udp,2018-02-06,249,6582,701
GB,UK - London,tcp,2018-02-06,94,15204,191
GB,UK - London,udp,2018-02-06,209,2276,3429
FR,France - Paris - 1,tcp,2018-02-06,48,44802,62
FR,France - Paris - 1,udp,2018-02-06,65,10380,604
GB,UK - London,udp,2018-02-06,89,17164,284
FR,France - Paris - 1,udp,2018-02-06,79,9368,739
FR,France - Paris - 1,udp,2018-02-06,43,33046,156
GB,UK - London,udp,2018-02-06,34,51586,83
FR,France - Paris - 1,udp,2018-02-06,849,770,
GB,UK - London,udp,2018-02-06,27,71162,47
FR,France - Paris - 1,udp,2018-02-06,169,11792,
GB,UK - London,tcp,2018-02-06,40,41994,108
GB,UK - London,udp,2018-02-06,61,5762,1356
FR,France - Paris - 1,udp,2018-02-06,40,44162,95
DE,Germany - Nuremberg,udp,2018-02-06,16,52066,60
FR,France - Paris - 1,udp,2018-02-06,63,25810,174
DE,Germany - Nuremberg,udp,2018-02-06,35,35168,123
FR,France - Paris - 1,udp,2018-02-06,34,52132,56
GB,France - Paris - 1,udp,2018-02-06,80,12740,
GB,UK - London,udp,2018-02-06,28,68358,56
GB,France - Paris - 1,udp,2018-02-06,29,53788,85
GB,UK - London,udp,2018-02-06,83,22086,216
GB,UK - London,udp,2018-02-06,20,89406,38
DE,Germany - Nuremberg,udp,2018-02-06,32,32038,
GB,UK - London,udp,2018-02-06,328,27228,178
FR,France - Paris - 1,udp,2018-02-06,94,12298,
GB,UK - London,udp,2018-02-06,108,11888,
GB,France - Paris - 1,udp,2018-02-06,306,11740,
FR,UK - London,udp,2018-02-06,67,11190,559
DE,Germany - Nuremberg,udp,2018-02-06,42,32652,
GB,UK - London,udp,2018-02-06,28,53838,84
FR,UK - London,tcp,2018-02-06,288,2230,2601
GB,UK - London,udp,2018-02-06,40,48282,73
GB,UK - London,udp,2018-02-06,25,47586,119
